,genename,offtarget,# match within CDS,CDS,Gene,RNAseq,platename,Pos.Nr,Position,right size,no band,too big,too small,schmier
4256,Cre05.g236500,0.0,1.0,['3324'],['11527'],[],,,,,,,,
4257,Cre05.g237600,0.0,1.0,['2946'],['5067'],[],,,,,,,,
4258,Cre05.g237800,0.0,1.0,['3648'],['7344'],[],,,,,,,,
4259,Cre05.g238100,0.0,1.0,['3798'],[],[],,,,,,,,
4260,Cre05.g234663,0.0,1.0,['3546'],['6899'],[],,,,,,,,
4261,Cre05.g240500,0.0,1.0,['2772'],['5518'],[],,,,,,,,
4262,Cre05.g242350,0.0,1.0,['3192'],['9424'],['3192'],,,,,,,,
4263,Cre05.g239800,0.0,1.0,['2712'],['7560'],[],,,,,,,,
4264,Cre05.g234665,0.0,1.0,['3069'],['10831'],[],,,,,,,,
4265,Cre15.g639304,0.0,1.0,['3045'],['3605'],[],,,,,,,,
4266,Cre15.g635800,0.0,1.0,['3885'],['12274'],[],,,,,,,,
4267,Cre18.g749547,0.0,1.0,['3096'],['11128'],[],,,,,,,,
4268,Cre13.g564650,0.0,1.0,['3231'],['5997'],[],,,,,,,,
4269,Cre13.g578074,1.0,1.0,['3276'],['4604'],[],,,,,,,,
4270,Cre13.g580600,0.0,1.0,['3186'],['6607'],[],,,,,,,,
4271,Cre13.g587600,0.0,1.0,['3444'],['7925'],[],,,,,,,,
4272,Cre13.g576050,0.0,1.0,['2997'],['6200'],[],,,,,,,,
4273,Cre13.g589600,0.0,1.0,['2646'],['5305'],[],,,,,,,,
4274,Cre13.g606250,0.0,1.0,['3165'],['6072'],[],,,,,,,,
4275,Cre13.g584400,0.0,1.0,['2604'],['4784'],"['2604', '2604', '2604', '2604']",,,,,,,,
4276,Cre13.g592400,0.0,1.0,['2640'],['3772'],['2640'],,,,,,,,
4277,Cre13.g606850,0.0,1.0,['2553'],['2994'],[],,,,,,,,
4278,Cre13.g579250,0.0,1.0,['3201'],['3312'],[],,,,,,,,
4279,Cre13.g572750,0.0,1.0,['2607'],['7944'],[],,,,,,,,
4280,Cre13.g569450,0.0,1.0,['2541'],['3666'],[],,,,,,,,
4281,Cre13.g578451,0.0,1.0,['2880'],['10691'],['2880'],,,,,,,,
4282,Cre13.g602400,0.0,1.0,['3030'],['7371'],['3030'],,,,,,,,
4283,Cre13.g578200,1.0,1.0,['3207'],['3678'],[],,,,,,,,
4284,Cre13.g568350,0.0,1.0,['3450'],['4414'],[],,,,,,,,
4285,Cre13.g564500,0.0,1.0,['3126'],['6760'],[],,,,,,,,
4286,Cre13.g579734,0.0,1.0,['2706'],['8240'],[],,,,,,,,
4287,Cre13.g572732,0.0,1.0,['3756'],['4309'],[],,,,,,,,
4288,Cre02.g117813,0.0,1.0,['3225'],['5968'],[],,,,,,,,
4289,Cre02.g102600,0.0,1.0,['3384'],['5171'],[],,,,,,,,
4290,Cre02.g112701,0.0,1.0,['2850'],['4725'],[],,,,,,,,
4291,Cre02.g099400,0.0,1.0,['2898'],['7469'],[],,,,,,,,
4292,Cre02.g085850,0.0,1.0,['3120'],['7173'],[],,,,,,,,
4293,Cre02.g143200,0.0,1.0,['3492'],['9537'],[],,,,,,,,
4294,Cre02.g101600,0.0,1.0,['3933'],['6144'],[],,,,,,,,
4295,Cre02.g145350,0.0,1.0,['2862'],['6502'],[],,,,,,,,
4296,Cre02.g095050,0.0,1.0,['2562'],['5029'],[],,,,,,,,
4297,Cre02.g097800,0.0,1.0,['3975'],['6068'],[],,,,,,,,
4298,Cre02.g143467,0.0,1.0,['3549'],['5407'],[],,,,,,,,
4299,Cre02.g090850,0.0,1.0,['3036'],[],[],,,,,,,,
4300,Cre02.g145150,0.0,1.0,['2910'],['5657'],[],,,,,,,,
4301,Cre02.g146629,0.0,1.0,['3843'],['4793'],[],,,,,,,,
4302,Cre02.g089200,0.0,1.0,['2871'],['7800'],[],,,,,,,,
4303,Cre02.g094150,0.0,1.0,['3306'],['4029'],[],,,,,,,,
4304,Cre02.g095126,0.0,1.0,['3198'],['12358'],[],,,,,,,,
4305,Cre02.g114500,0.0,1.0,['2886'],['4043'],['2886'],,,,,,,,
4306,Cre02.g114750,0.0,1.0,['3123'],['6986'],[],,,,,,,,
4307,Cre02.g104650,0.0,1.0,['3555'],['7427'],[],,,,,,,,
4308,Cre02.g098550,0.0,1.0,['3195'],[],[],,,,,,,,
4309,Cre02.g142900,0.0,1.0,['3855'],['5093'],[],,,,,,,,
4310,Cre02.g112800,0.0,1.0,['2619'],['3889'],[],,,,,,,,
4311,Cre02.g118500,0.0,1.0,['2946'],['5887'],['2946'],,,,,,,,
4312,Cre02.g085701,0.0,1.0,['3432'],['4156'],[],,,,,,,,
4313,Cre02.g114850,0.0,1.0,['2874'],['5222'],[],,,,,,,,
4314,Cre02.g118000,0.0,1.0,['2910'],['4630'],[],,,,,,,,
4315,Cre02.g080100,0.0,1.0,['3075'],['6227'],[],,,,,,,,
4316,Cre02.g108100,0.0,1.0,['3027'],['7414'],['3027'],,,,,,,,
4317,Cre02.g087950,0.0,1.0,['2928'],['10364'],['2928'],,,,,,,,
4318,Cre02.g141800,0.0,1.0,['3870'],['5513'],[],,,,,,,,
4319,Cre02.g094050,0.0,1.0,['3903'],['5039'],[],,,,,,,,
4320,Cre02.g100900,0.0,1.0,['3699'],['4177'],[],,,,,,,,
4321,Cre02.g095082,0.0,1.0,['2568'],['9962'],[],,,,,,,,
4322,Cre02.g115508,0.0,1.0,['2985'],['4921'],[],,,,,,,,
4323,Cre02.g078950,0.0,1.0,['2670'],['4927'],[],,,,,,,,
4324,Cre02.g106450,0.0,1.0,['2718'],['4026'],"['2343', '2653']",,,,,,,,
4325,Cre02.g142700,0.0,1.0,['3222'],['4454'],[],,,,,,,,
4326,Cre02.g095102,0.0,1.0,['2505'],['6692'],[],,,,,,,,
4327,Cre02.g113450,0.0,1.0,['3621'],['5034'],[],,,,,,,,
4328,Cre02.g080350,0.0,1.0,['2835'],['8838'],[],,,,,,,,
4329,Cre02.g079850,0.0,1.0,['2895'],['5317'],[],,,,,,,,
4330,Cre02.g091150,0.0,1.0,['3132'],['8262'],[],,,,,,,,
4331,Cre02.g112333,0.0,1.0,['2979'],['4098'],[],,,,,,,,
4332,Cre02.g107650,0.0,1.0,['3000'],['3144'],[],,,,,,,,
4333,Cre02.g093500,0.0,1.0,['2919'],['5939'],[],,,,,,,,
4334,Cre02.g102700,0.0,1.0,['2565'],['3668'],[],,,,,,,,
4335,Cre02.g118450,0.0,1.0,['2937'],['5794'],[],,,,,,,,
4336,Cre02.g095091,0.0,1.0,['2742'],['4559'],[],,,,,,,,
4337,Cre02.g114900,0.0,1.0,['2517'],['4739'],['2517'],,,,,,,,
4338,Cre03.g198750,0.0,1.0,['3858'],['10773'],[],,,,,,,,
4339,Cre03.g197800,0.0,1.0,['2901'],['3872'],[],,,,,,,,
4340,Cre03.g186500,0.0,1.0,['2508'],['3923'],"['2508', '2436']",,,,,,,,
4341,Cre03.g161250,0.0,1.0,['2646'],['5191'],[],,,,,,,,
4342,Cre03.g209617,0.0,1.0,['2568'],['3169'],[],,,,,,,,
4343,Cre03.g190700,0.0,1.0,['3990'],['5125'],[],,,,,,,,
4344,Cre03.g167600,0.0,1.0,['3441'],['4799'],[],,,,,,,,
4345,Cre03.g201150,0.0,1.0,['3576'],['4813'],[],,,,,,,,
4346,Cre03.g169250,0.0,1.0,['2799'],[],[],,,,,,,,
4347,Cre03.g169250,0.0,1.0,['1563'],"['3817', '5351']",[],,,,,,,,
4348,Cre03.g179860,0.0,1.0,['2754'],[],[],,,,,,,,
4349,Cre03.g175851,0.0,1.0,['3174'],['3695'],[],,,,,,,,
4350,Cre03.g204689,0.0,1.0,['3675'],['8230'],[],,,,,,,,
4351,Cre03.g201100,0.0,1.0,['3534'],['10552'],['3534'],,,,,,,,
4352,Cre03.g191550,0.0,1.0,['3681'],['5307'],[],,,,,,,,
4353,Cre03.g203750,0.0,1.0,['2913'],['7139'],[],,,,,,,,
4354,Cre03.g188550,0.0,1.0,['2739'],['5859'],[],,,,,,,,
4355,Cre03.g159016,0.0,1.0,['2904'],[],[],,,,,,,,
4356,Cre03.g159016,0.0,1.0,['2904'],"['7601', '7601']",[],,,,,,,,
4357,Cre03.g151300,0.0,1.0,['2742'],['6939'],[],,,,,,,,
4358,Cre03.g176325,0.0,1.0,['2820'],['3509'],[],,,,,,,,
4359,Cre03.g208721,0.0,1.0,['3543'],['6314'],[],,,,,,,,
4360,Cre03.g169100,0.0,1.0,['3390'],[],[],,,,,,,,
4361,Cre03.g175050,0.0,1.0,['3912'],['10175'],[],,,,,,,,
4362,Cre03.g186250,0.0,1.0,['2697'],['4219'],[],,,,,,,,
4363,Cre03.g177550,0.0,1.0,['3195'],['5027'],[],,,,,,,,
4364,Cre03.g171751,0.0,1.0,['2550'],['5690'],[],,,,,,,,
4365,Cre03.g189000,0.0,1.0,['3222'],['6554'],[],,,,,,,,
4366,Cre03.g162050,0.0,1.0,['2607'],['4501'],[],,,,,,,,
4367,Cre03.g212305,0.0,1.0,['2793'],['7620'],[],,,,,,,,
4368,Cre03.g155001,0.0,1.0,['3231'],['9440'],[],,,,,,,,
4369,Cre03.g183650,0.0,1.0,['2598'],['3563'],[],,,,,,,,
4370,Cre03.g201000,0.0,1.0,['3933'],['6573'],[],,,,,,,,
4371,Cre03.g152100,0.0,1.0,['3561'],['8436'],[],,,,,,,,
4372,Cre03.g144264,0.0,1.0,['3588'],['9402'],[],,,,,,,,
4373,Cre03.g195550,0.0,1.0,['3078'],['3232'],[],,,,,,,,
4374,Cre03.g172400,0.0,1.0,['2949'],['3714'],['3016'],,,,,,,,
4375,Cre03.g199050,0.0,1.0,['2703'],['8129'],[],,,,,,,,
4376,Cre03.g195366,0.0,1.0,['3318'],['5289'],[],,,,,,,,
4377,Cre03.g163300,0.0,1.0,['3336'],['4959'],[],,,,,,,,
4378,Cre03.g146227,0.0,1.0,['2934'],['4325'],[],,,,,,,,
4379,Cre03.g187300,0.0,1.0,['3009'],['3656'],[],,,,,,,,
4380,Cre03.g176200,0.0,1.0,['3012'],['4051'],[],,,,,,,,
4381,Cre03.g158150,0.0,1.0,['3198'],['8119'],[],,,,,,,,
4382,Cre03.g172800,0.0,1.0,['3246'],['4357'],[],,,,,,,,
4383,Cre03.g157751,0.0,1.0,['3000'],['8054'],[],,,,,,,,
4384,Cre03.g196600,0.0,1.0,['3504'],['4339'],[],,,,,,,,
4385,Cre03.g164600,0.0,1.0,['3243'],['5509'],['3243'],,,,,,,,
4386,Cre03.g201664,0.0,1.0,['3003'],['4529'],[],,,,,,,,
4387,Cre03.g173850,0.0,1.0,['3507'],['3716'],[],,,,,,,,
4388,Cre03.g201400,0.0,1.0,['3711'],['7524'],[],,,,,,,,
4389,Cre03.g159200,0.0,1.0,['3873'],['9305'],[],,,,,,,,
4390,Cre03.g152450,0.0,1.0,['2883'],['7019'],[],,,,,,,,
4391,Cre01.g039900,0.0,1.0,['2868'],['6729'],[],,,,,,,,
4392,Cre01.g015250,0.0,1.0,['3267'],['8272'],['3267'],,,,,,,,
4393,Cre01.g063997,0.0,1.0,['3459'],['5138'],[],,,,,,,,
4394,Cre01.g031050,0.0,1.0,['3564'],['7172'],[],,,,,,,,
4395,Cre01.g035850,0.0,1.0,['3213'],['8555'],['2757'],,,,,,,,
4396,Cre01.g044650,0.0,1.0,['2958'],['6571'],[],,,,,,,,
4397,Cre01.g065822,0.0,1.0,['3717'],['6422'],['3717'],,,,,,,,
4398,Cre01.g039000,0.0,1.0,['2646'],['3100'],[],,,,,,,,
4399,Cre01.g054500,0.0,1.0,['3282'],['5275'],['3282'],,,,,,,,
4400,Cre01.g041550,0.0,1.0,['2853'],[],[],,,,,,,,
4401,Cre01.g036650,0.0,1.0,['2685'],['5060'],[],,,,,,,,
4402,Cre01.g051300,0.0,1.0,['2964'],['8168'],[],,,,,,,,
4403,Cre01.g048450,0.0,1.0,['2862'],"['4501', '3451']","['2862', '2004', '2004']",,,,,,,,
4404,Cre01.g034000,0.0,1.0,['2688'],['4505'],['2688'],,,,,,,,
4405,Cre01.g053550,0.0,1.0,['3795'],['5282'],['3869'],,,,,,,,
4406,Cre01.g000150,0.0,1.0,['2499'],['3301'],['2499'],,,,,,,,
4407,Cre01.g023450,0.0,1.0,['2916'],['2975'],[],,,,,,,,
4408,Cre01.g007901,0.0,1.0,['2610'],['9297'],[],,,,,,,,
4409,Cre01.g014800,0.0,1.0,['3036'],['6324'],['3036'],,,,,,,,
4410,Cre01.g051211,0.0,1.0,['3219'],['5100'],[],,,,,,,,
4411,Cre01.g040350,0.0,1.0,['3804'],['8513'],[],,,,,,,,
4412,Cre01.g036050,0.0,1.0,['3021'],['6386'],[],,,,,,,,
4413,Cre01.g039400,0.0,1.0,['2550'],['3978'],['2550'],,,,,,,,
4414,Cre01.g011550,0.0,1.0,['3309'],['4193'],[],,,,,,,,
4415,Cre10.g445000,0.0,1.0,['2649'],['4989'],"['2649', '2649']",,,,,,,,
4416,Cre10.g428600,0.0,1.0,['2733'],['3306'],[],,,,,,,,
4417,Cre10.g454025,0.0,1.0,['2685'],['5390'],[],,,,,,,,
4418,Cre10.g442900,0.0,1.0,['3369'],['4724'],[],,,,,,,,
4419,Cre10.g455600,0.0,1.0,['2877'],['7881'],[],,,,,,,,
4420,Cre10.g427750,0.0,1.0,['2700'],['5544'],[],,,,,,,,
4421,Cre10.g447500,0.0,1.0,['2982'],['5357'],[],,,,,,,,
4422,Cre10.g463250,0.0,1.0,['2745'],['5068'],[],,,,,,,,
4423,Cre10.g441200,0.0,1.0,['3054'],['4951'],['3054'],,,,,,,,
4424,Cre10.g418950,0.0,1.0,['3027'],['5998'],"['3214', '3024']",,,,,,,,
4425,Cre10.g457297,0.0,1.0,['3183'],['4267'],[],,,,,,,,
4426,Cre10.g463850,0.0,1.0,['2553'],['4019'],[],,,,,,,,
4427,Cre10.g441550,0.0,1.0,['3102'],['5133'],[],,,,,,,,
4428,Cre10.g438200,0.0,1.0,['3219'],['6274'],[],,,,,,,,
4429,Cre10.g422050,0.0,1.0,['3372'],['4606'],[],,,,,,,,
4430,Cre10.g439300,0.0,1.0,['2910'],['4119'],['2910'],,,,,,,,
4431,Cre10.g424750,0.0,1.0,['2679'],['7460'],[],,,,,,,,
4432,Cre10.g459200,0.0,1.0,['3243'],[],['3243'],,,,,,,,
4433,Cre10.g449250,0.0,1.0,['2541'],['6010'],['2541'],,,,,,,,
4434,Cre10.g440200,0.0,1.0,['3396'],['8408'],['3396'],,,,,,,,
4435,Cre10.g424000,0.0,1.0,['2574'],['2770'],[],,,,,,,,
4436,Cre10.g439900,0.0,1.0,['3372'],['8990'],['3372'],,,,,,,,
4437,Cre10.g464100,0.0,1.0,['2661'],['3601'],['2661'],,,,,,,,
4438,Cre10.g458950,0.0,1.0,['2592'],['7611'],[],,,,,,,,
4439,Cre10.g437150,0.0,1.0,['2886'],['5161'],['2886'],,,,,,,,
4440,Cre10.g423200,0.0,1.0,['3378'],['5919'],[],,,,,,,,
4441,Cre10.g424300,0.0,1.0,['3381'],['5354'],[],,,,,,,,
4442,Cre10.g444700,0.0,1.0,['2604'],['6788'],"['2604', '2604', '2604']",,,,,,,,
4443,Cre10.g454734,0.0,1.0,['2607'],['5373'],[],,,,,,,,
4444,Cre04.g220750,0.0,1.0,['3480'],['3780'],[],,,,,,,,
4445,Cre04.g220600,0.0,1.0,['3984'],['9875'],[],,,,,,,,
4446,Cre04.g215400,0.0,1.0,['2670'],['10098'],[],,,,,,,,
4447,Cre04.g217943,0.0,1.0,['2643'],['3417'],[],,,,,,,,
4448,Cre04.g220350,0.0,1.0,['2643'],['10612'],[],,,,,,,,
4449,Cre04.g215350,0.0,1.0,['2727'],['7486'],[],,,,,,,,
4450,Cre04.g223750,0.0,1.0,['3219'],['5221'],[],,,,,,,,
4451,Cre04.g229374,1.0,1.0,['2562'],['2562'],[],,,,,,,,
4452,Cre04.g223150,0.0,1.0,['3276'],['3615'],[],,,,,,,,
4453,Cre04.g221950,0.0,1.0,['2943'],['3282'],[],,,,,,,,
4454,Cre04.g224200,0.0,1.0,['3249'],['11466'],['3249'],,,,,,,,
4455,Cre04.g217922,0.0,1.0,['2856'],['5262'],[],,,,,,,,
4456,Cre04.g219200,0.0,1.0,['2841'],['6344'],[],,,,,,,,
4457,Cre04.g217923,1.0,1.0,['2739'],['3961'],[],,,,,,,,
4458,Cre04.g228600,0.0,1.0,['3222'],['3485'],[],,,,,,,,
4459,Cre04.g217940,0.0,1.0,['2754'],['3674'],[],,,,,,,,
4460,Cre04.g217928,0.0,1.0,['2502'],['3431'],[],,,,,,,,
4461,Cre04.g217350,0.0,1.0,['3783'],['7649'],[],,,,,,,,
4462,Cre04.g222700,0.0,1.0,['3159'],['5064'],"['3159', '3159']",,,,,,,,
4463,Cre04.g227400,0.0,1.0,['3261'],['7388'],[],,,,,,,,
4464,Cre12.g525400,0.0,1.0,['3015'],['5497'],[],,,,,,,,
4465,Cre12.g556911,0.0,1.0,['2922'],[],[],,,,,,,,
4466,Cre12.g520550,0.0,1.0,['2877'],['5362'],['2877'],,,,,,,,
4467,Cre12.g502600,0.0,1.0,['2643'],['4830'],"['2649', '2643']",,,,,,,,
4468,Cre12.g483600,0.0,1.0,['2511'],['4435'],[],,,,,,,,
4469,Cre12.g513500,0.0,1.0,['2775'],['5789'],"['2775', '2775']",,,,,,,,
4470,Cre12.g538850,0.0,1.0,['3648'],['7310'],['3648'],,,,,,,,
4471,Cre12.g529700,0.0,1.0,['2886'],['4843'],[],,,,,,,,
4472,Cre12.g515900,0.0,1.0,['3117'],['5161'],"['3117', '3050']",,,,,,,,
4473,Cre12.g506900,0.0,1.0,['3111'],['6074'],[],,,,,,,,
4474,Cre12.g517000,0.0,1.0,['3690'],['5169'],"['4003', '3690']",,,,,,,,
4475,Cre12.g509150,0.0,1.0,['2793'],['4001'],['2787'],,,,,,,,
4476,Cre12.g505100,0.0,1.0,['2535'],['4974'],[],,,,,,,,
4477,Cre12.g512200,0.0,1.0,['2946'],['5309'],[],,,,,,,,
4478,Cre12.g488050,0.0,1.0,['3303'],['5014'],[],,,,,,,,
4479,Cre12.g505300,0.0,1.0,['3435'],['5137'],[],,,,,,,,
4480,Cre12.g546100,0.0,1.0,['3162'],['5391'],['3162'],,,,,,,,
4481,Cre12.g548051,0.0,1.0,['2700'],['3363'],[],,,,,,,,
4482,Cre12.g489550,0.0,1.0,['3171'],['3571'],[],,,,,,,,
4483,Cre12.g501150,0.0,1.0,['2937'],['3533'],[],,,,,,,,
4484,Cre12.g556550,0.0,1.0,['3552'],['6113'],[],,,,,,,,
4485,Cre12.g548450,0.0,1.0,['2499'],['5390'],[],,,,,,,,
4486,Cre12.g541300,0.0,1.0,['3135'],['5619'],[],,,,,,,,
4487,Cre12.g556650,0.0,1.0,['3138'],['6489'],[],,,,,,,,
4488,Cre12.g528400,0.0,1.0,['2901'],['3901'],[],,,,,,,,
4489,Cre12.g500900,0.0,1.0,['3561'],['6005'],[],,,,,,,,
4490,Cre12.g542800,1.0,1.0,['3678'],['10992'],['3681'],,,,,,,,
4491,Cre12.g525350,0.0,1.0,['2691'],['2825'],['2691'],,,,,,,,
4492,Cre12.g505800,0.0,1.0,['3717'],['8701'],[],,,,,,,,
4493,Cre12.g541800,0.0,1.0,['2646'],['6568'],[],,,,,,,,
4494,Cre12.g537750,0.0,1.0,['3420'],['7566'],[],,,,,,,,
4495,Cre12.g559300,0.0,1.0,['3159'],['10605'],[],,,,,,,,
4496,Cre12.g521400,0.0,1.0,['3981'],['4774'],[],,,,,,,,
4497,Cre12.g529250,0.0,1.0,['3090'],['6023'],[],,,,,,,,
4498,Cre12.g555650,0.0,1.0,['3186'],['6193'],[],,,,,,,,
4499,Cre12.g514650,0.0,1.0,['2565'],['4555'],[],,,,,,,,
4500,Cre12.g516150,0.0,1.0,['2883'],['3264'],[],,,,,,,,
4501,Cre12.g548200,0.0,1.0,['3747'],['4783'],[],,,,,,,,
4502,Cre12.g494000,0.0,1.0,['3318'],['5192'],"['3318', '3394']",,,,,,,,
4503,Cre12.g508150,0.0,1.0,['3258'],['8832'],"['3258', '3257']",,,,,,,,
4504,Cre12.g505350,0.0,1.0,['3381'],['4968'],"['3381', '3390']",,,,,,,,
4505,Cre12.g549850,0.0,1.0,['3405'],['3820'],[],,,,,,,,
4506,Cre12.g500550,0.0,1.0,['2514'],['3462'],[],,,,,,,,
4507,Cre12.g558950,0.0,1.0,['2562'],['5560'],[],,,,,,,,
4508,Cre12.g512100,1.0,1.0,['3840'],['4862'],['3840'],,,,,,,,
4509,Cre12.g493000,0.0,1.0,['2625'],['6007'],"['2625', '2421']",,,,,,,,
4510,Cre12.g532750,0.0,1.0,['3141'],['4685'],[],,,,,,,,
4511,Cre08.g366550,0.0,1.0,['4227'],['4656'],[],,,,,,,,
4512,Cre08.g364800,0.0,1.0,['4209'],['11982'],['4209'],,,,,,,,
4513,Cre08.g358563,0.0,1.0,['2610'],['12155'],[],,,,,,,,
4514,Cre08.g366300,0.0,1.0,['5250'],['5874'],[],,,,,,,,
4515,Cre08.g376740,0.0,1.0,['4671'],['8912'],[],,,,,,,,
4516,Cre08.g359900,0.0,1.0,['5604'],['8249'],[],,,,,,,,
4517,Cre08.g379450,0.0,1.0,['4578'],['10668'],[],,,,,,,,
4518,Cre08.g384000,0.0,1.0,['5607'],['9083'],[],,,,,,,,
4519,Cre08.g362500,0.0,1.0,['3873'],['6850'],[],,,,,,,,
4520,Cre08.g362200,0.0,1.0,['4632'],['5227'],['3981'],,,,,,,,
4521,Cre08.g373916,0.0,1.0,['3648'],['14730'],[],,,,,,,,
4522,Cre08.g369850,0.0,1.0,['5427'],['9227'],[],,,,,,,,
4523,Cre08.g369720,1.0,1.0,['4686'],['7274'],[],,,,,,,,
4524,Cre08.g377450,0.0,1.0,['3699'],['13500'],[],,,,,,,,
4525,Cre08.g371052,0.0,1.0,['4791'],['11976'],[],,,,,,,,
4526,Cre08.g364862,0.0,1.0,['4275'],['9946'],[],,,,,,,,
4527,Cre08.g382100,0.0,1.0,['4317'],['6970'],[],,,,,,,,
4528,Cre08.g385000,0.0,1.0,['5505'],['7250'],[],,,,,,,,
4529,Cre08.g367250,0.0,1.0,['4893'],['12010'],[],,,,,,,,
4530,Cre07.g325748,0.0,1.0,['4323'],['13612'],[],,,,,,,,
4531,Cre07.g313206,0.0,1.0,['5214'],['8442'],[],,,,,,,,
4532,Cre07.g356200,0.0,1.0,['5151'],['5484'],[],,,,,,,,
4533,Cre07.g329882,0.0,1.0,['4062'],['7771'],[],,,,,,,,
4534,Cre07.g336200,0.0,1.0,['4005'],['13149'],[],,,,,,,,
4535,Cre07.g325754,0.0,1.0,['4200'],['9074'],[],,,,,,,,
4536,Cre07.g320200,0.0,1.0,['5247'],['8052'],[],,,,,,,,
4537,Cre07.g351500,0.0,1.0,['4122'],['5428'],[],,,,,,,,
4538,Cre07.g321000,0.0,1.0,['5571'],['8450'],['5571'],,,,,,,,
4539,Cre07.g346150,0.0,1.0,['5667'],['6781'],[],,,,,,,,
4540,Cre07.g334450,0.0,1.0,['5706'],['8510'],[],,,,,,,,
4541,Cre07.g352800,0.0,1.0,['4188'],['11520'],[],,,,,,,,
4542,Cre07.g329900,0.0,1.0,['4080'],['10441'],[],,,,,,,,
4543,Cre07.g330900,0.0,1.0,['4200'],['4543'],[],,,,,,,,
4544,Cre07.g322850,1.0,1.0,['4923'],['8302'],[],,,,,,,,
4545,Cre07.g325739,0.0,1.0,['5883'],['10720'],[],,,,,,,,
4546,Cre07.g339633,0.0,1.0,['2850'],['5384'],[],,,,,,,,
4547,Cre07.g331050,0.0,1.0,['5868'],['7120'],[],,,,,,,,
4548,Cre07.g335000,0.0,1.0,['5781'],['6207'],[],,,,,,,,
4549,Cre07.g327750,0.0,1.0,['4143'],['10031'],[],,,,,,,,
4550,Cre07.g315200,0.0,1.0,['4899'],['7843'],[],,,,,,,,
4551,Cre07.g353500,0.0,1.0,['4176'],['5178'],[],,,,,,,,
4552,Cre07.g325500,0.0,1.0,['4197'],['5995'],['4197'],,,,,,,,
4553,Cre07.g343750,0.0,1.0,['4017'],['4211'],[],,,,,,,,
4554,Cre07.g340950,0.0,1.0,['2904'],['7100'],[],,,,,,,,
4555,Cre07.g335650,0.0,1.0,['5571'],['6960'],[],,,,,,,,
4556,Cre11.g467634,0.0,1.0,['4977'],['5644'],[],,,,,,,,
4557,Cre11.g467626,0.0,1.0,['5076'],['6220'],[],,,,,,,,
4558,Cre11.g483100,0.0,1.0,['4386'],['6105'],[],,,,,,,,
4559,Cre11.g468353,0.0,1.0,['4038'],['10537'],[],,,,,,,,
4560,Cre11.g468380,0.0,1.0,['5007'],['6415'],[],,,,,,,,
4561,Cre11.g468100,0.0,1.0,['4614'],['10165'],[],,,,,,,,
4562,Cre11.g476100,0.0,1.0,['5589'],['6368'],[],,,,,,,,
4563,Cre11.g467712,0.0,1.0,['4878'],[],[],,,,,,,,
4564,Cre14.g628237,0.0,1.0,['4461'],[],[],,,,,,,,
4565,Cre14.g628237,0.0,1.0,['4461'],"['8879', '8879']",[],,,,,,,,
4566,Cre14.g627750,0.0,1.0,['3810'],['3810'],[],,,,,,,,
4567,Cre14.g627700,0.0,1.0,['3816'],['3816'],[],,,,,,,,
4568,Cre14.g618750,0.0,1.0,['3414'],['9338'],[],,,,,,,,
4569,Cre14.g612700,0.0,1.0,['4794'],['13396'],[],,,,,,,,
4570,Cre14.g632000,0.0,1.0,['4326'],[],[],,,,,,,,
4571,Cre14.g608300,1.0,1.0,['5010'],['5954'],[],,,,,,,,
4572,Cre14.g630600,0.0,1.0,['4176'],['4176'],[],,,,,,,,
4573,Cre14.g618979,0.0,1.0,['4179'],['4179'],[],,,,,,,,
4574,Cre14.g617650,0.0,1.0,['4896'],['7746'],[],,,,,,,,
4575,Cre14.g632176,0.0,1.0,['4290'],['7357'],[],,,,,,,,
4576,Cre14.g622075,0.0,1.0,['4269'],['5568'],[],,,,,,,,
4577,Cre14.g632650,0.0,1.0,['5886'],['10002'],[],,,,,,,,
4578,Cre16.g683550,0.0,1.0,['5316'],['8780'],[],,,,,,,,
4579,Cre16.g689550,0.0,1.0,['4374'],['5781'],[],,,,,,,,
4580,Cre16.g670550,0.0,1.0,['4011'],['8221'],[],,,,,,,,
4581,Cre16.g685250,0.0,1.0,['4596'],['8570'],"['4774', '4596']",,,,,,,,
4582,Cre16.g684600,0.0,1.0,['4824'],['8417'],[],,,,,,,,
4583,Cre16.g672350,0.0,1.0,['4629'],['6021'],[],,,,,,,,
4584,Cre16.g682251,0.0,1.0,['5187'],['5736'],[],,,,,,,,
4585,Cre16.g680900,0.0,1.0,['5436'],['12190'],['5436'],,,,,,,,
4586,Cre16.g681450,0.0,1.0,['2940'],['4770'],[],,,,,,,,
4587,Cre16.g682600,0.0,1.0,['2925'],['7056'],[],,,,,,,,
4588,Cre16.g647800,0.0,1.0,['5115'],[],[],,,,,,,,
4589,Cre16.g664150,0.0,1.0,['4623'],['9234'],[],,,,,,,,
4590,Cre16.g655400,0.0,1.0,['4845'],['7777'],[],,,,,,,,
4591,Cre16.g686100,0.0,1.0,['5718'],['7110'],[],,,,,,,,
4592,Cre16.g675350,0.0,1.0,['4476'],['12828'],[],,,,,,,,
4593,Cre16.g695650,0.0,1.0,['4692'],[],[],,,,,,,,
4594,Cre16.g649000,0.0,1.0,['4806'],['9633'],[],,,,,,,,
4595,Cre16.g676400,0.0,1.0,['4275'],['10123'],[],,,,,,,,
4596,Cre16.g679200,0.0,1.0,['5634'],['10016'],[],,,,,,,,
4597,Cre16.g682138,0.0,1.0,['5559'],['6378'],[],,,,,,,,
